,title,view,like,unlike,comment,date,token2
137,상황극에 중독된 여동생 '협찬편'  우주최강꼰대상사 유이 vs 우주최강무시 조재원,1222002,17000,267,936,2018.9.14,"['중독', '꼰대', '상사', '무시', '최강', '상황', '협찬', '여동생', '우주']"
138,몰카) 평소에 절대 안놀라는형 절대 놀라게해주깈팔딱팔딱 물고기냐곸,5295622,59000,13000,3146,2018.9.6,"['평소', '물고기', '절대']"
139,상황극에 중독된 여동생18 2달만엨제대로 미쳤다 진짴,5487674,68000,11000,3457,2018.8.23,"['여동생', '중독', '제대', '상황']"
140,몰카) 휴가중에 죽음의 징조가 계속 찾아온다면진짜 꼭 복수한다 진짜로,5156945,63000,19000,3992,2018.8.19,"['복수', '휴가', '죽음', '징조']"
141,상황극에 중독된 여동생 '협찬편' 여러분유이 성형수술 했습니닼내가 미쳨,2210097,26000,565,1982,2018.8.3,"['수술', '중독', '성형', '상황', '협찬', '여동생']"
142,10년동안 단 한번도 싸운적없다는 형들 싸우게하깈,1340067,16000,403,759,2018.7.31,"['동안', '한번']"
143,상황극에 중독된 여동생 '협찬편' 협찬 그만 우리 진짜 싸웁니닼,1393420,2000,372,1419,2018.7.27,"['협찬', '여동생', '중독', '상황']"
144,상황극에 중독된 여동생 '협찬편' 유이가 만든 음식보곸현타왔엌아짜증낰,1318796,2000,350,1615,2018.7.19,"['음식', '중독', '짜증', '상황', '협찬', '여동생']"
145,상황극에 중독된 여동생17 왜 상황극 안하나했더닠롯데월드에섴미쳤엌,3249030,42000,595,2516,2018.7.12,"['여동생', '중독', '상황']"
146,맨날 삼행시만 하는 형 삼행시로 복수하깈이를 갈았엌,492752,6700,127,429,2018.7.10,['삼행시']
147,조재원 죽음의 ASMR '엄마편' 8탄 Feat에나스쿨,983742,17000,274,1447,2018.6.30,"['스쿨', '죽음', '엄마']"
148,[판타스틱 베이비] 긴급속봌 여러분 저 애 둘을 키우게 생겼습니닼,426626,5800,76,471,2018.6.26,"['긴급', '베이비', '판타스틱']"
149,여러분 저 여자친구랑 헤어졌습니다,352461,5300,147,855,2018.6.22,"['여자', '친구']"
