,title,view,like,unlike,comment,date,token2
69,[수영 몸치 탈출 작전 오늘부터 물개 '강아지 수영장 오픈'],38367,1000,10,74,2020.5.29,"['작전', '오픈', '물개', '수영장', '탈출', '수영', '오늘', '강아지']"
70,['임시 보호 하다가 입양 보내면 다시 버려진다고 생각하나요｜강형욱의 소소한 Q&A'],253744,5600,29,432,2020.5.27,"['입양', '소한', '생각', '보호', '임시']"
71,['다올이 잘 지내고 있어요 (+귀여운 바로)'],354618,1000,51,873,2020.5.25,[]
72,['보호자 따라다니는 강아지 닮은 검은 그림자강형욱의 멍스쿨 초보 보호자'],130266,2400,15,161,2020.5.22,"['스쿨', '초보', '그림자', '보호자', '강아지']"
73,['방귀 뀌고 놀라는 강아지 자기가 뀐 걸 모르나요｜강형욱의 소소한 Q&A'],196705,3700,39,528,2020.5.20,"['소한', '강아지']"
74,['셰퍼드 레오의 출근 업무는 (with진돗개 바로 형욱)'],406929,7900,98,370,2020.5.18,"['업무', '진돗개', '셰퍼드', '오의', '출근']"
75,['앉아 시키면 바닥에 붙는 강아지강형욱의 멍스쿨 초보 보호자'],893611,6500,107,418,2020.5.15,"['스쿨', '바닥', '초보', '보호자', '강아지']"
76,['강아지가 헥헥댈 때 웃는 건지 긴장한 건지 구분할 수 있나요 ｜강형욱의 소소한 Q&A'],203286,4000,37,487,2020.5.13,"['긴장', '소한', '구분', '강아지']"
77,['[LIVE] 강형욱의 보듬TV가 100만 구독자와 함께합니다'],53818,3000,15,505,2020.5.12,['구독자']
78,['레오와 강형욱이 다시 만난 그 여름의 기록 (2019)'],145602,4000,23,274,2020.5.11,"['기록', '여름']"
79,['덤벼라 청소기 지금 교육하면 평생 안 무서워강형욱의 멍스쿨 초보 보호자'],123244,2000,17,193,2020.5.8,"['스쿨', '교육', '초보', '평생', '지금', '청소기', '보호자']"
80,['강아지들이 노즈워크를 계속하면 질리나요｜강형욱의 소소한 Q&A'],111821,2200,23,415,2020.5.6,"['소한', '워크', '계속', '노즈', '강아지']"
81,['내 강아지가 그 장난감을 안 갖고 논 이유'],153379,3000,27,374,2020.5.4,"['이유', '장난감', '강아지']"
82,['노력하면 강아지의 애정 순위를 바꿀 수 있나요｜강형욱의 소소한 Q&A'],142813,3000,20,589,2020.4.29,"['소한', '노력', '애정', '순위', '강아지']"
83,['경계심을 낮춰주는 강아지 터치 방법｜내 강아지의 공격성 하이라이트'],84311,1200,23,89,2020.4.27,"['방법', '터치', '공격성', '경계심', '하이라이트', '강아지']"
84,['손발 무는 강아지 못 하게만하면 더 큰 문제온다(올바른 터그놀이로 대체하기)강형욱의 멍스쿨 초보 보호자'],348257,5600,76,323,2020.4.24,"['놀이', '스쿨', '문제', '초보', '대체', '보호자', '강아지']"
85,['반려견을 칭찬할 때 주의할 것이 있나요｜강형욱의 소소한 Q&A'],190083,4400,37,478,2020.4.22,"['소한', '주의', '반려', '칭찬']"
86,['[직장인 최씨] 강형욱 말할 때 끼어드는 개 직원 첼시의 출근스토리 4화'],120622,2900,31,172,2020.4.20,"['직원', '출근', '직장인', '스토리']"
87,['내 강아지 보호자 덕후 만들기강형욱의 멍스쿨 초보 보호자'],597100,1000,83,559,2020.4.17,"['스쿨', '만들기', '초보', '보호자', '강아지']"
88,['첫째 강아지 우울증 둘째 입양하면 나아질까요｜강형욱의 소소한 Q&A'],82072,1800,12,342,2020.4.15,"['입양', '소한', '첫째', '우울증', '강아지']"
89,['먹이 때문에 공격성을 보인다면 이런 행동은 위험｜내 강아지의 공격성 하이라이트'],67226,1000,10,114,2020.4.13,"['먹이', '행동', '공격성', '위험', '하이라이트', '강아지']"
