,title,view,like,unlike,comment,date,token2
138,[ENG] 썸을 부르는 퀵 핑크 메이크업 - Quick Pink Makeup | 다또아,522575,4400,125,209,2015.5.18,"['핑크', '메이크업']"
139,[ENG] 오프라인 화장품 무료나눔 이벤트 VLOG - Offline Giveaway Event VLOG | 또아VLOG,77870,890,25,160,2015.5.16,"['화장품', '이벤트', '오프라인', '무료']"
140,[ENG CC] 은은한 밀광 메이크업 - Glossy skin makeup | 다또아,234918,2500,67,235,2015.5.11,"['은한', '메이크업']"
141,다또아 왓츠 인 마이 파우치 (봄 버전) - What's In My Pouch Bag  (In spring) | 다또아,196640,1300,29,194,2015.5.7,"['마이', '파우치', '버전']"
142,같이 준비해요 글램 핑크 메이크업 - Glam Pink Lip Makeup | 다또아,155669,1300,70,226,2015.4.27,"['핑크', '준비', '메이크업']"
143,[ENG] 로드샵특집2 방과후 학생 메이크업 - all drugstore After School Makeup (Student Makeup) | 다또아,1043807,7900,156,359,2015.4.9,"['방과후', '특집', '메이크업', '로드', '학생']"
144,[ENG] 로드샵특집1 학생 메이크업 - all drug store No-make up makeup (Student makeup) | 다또아,6062067,87000,1300,2803,2015.4.4,"['로드', '특집', '학생', '메이크업']"
145,헤라 X 올림피아 르 탱 팝업스토어 가봤어욤  - HERA POP-UP STORE vlog | 또아VLOG,57462,527,13,82,2015.3.31,"['스토어', '팝업', '헤라', '올림피아']"
146,[ENG CC] 브라운 데일리 메이크업 - Brown Dolly Eye Makeup | 다또아,637545,4900,100,442,2015.3.29,"['브라운', '데일리', '메이크업']"
147,봄에 어울리는 코랄 메이크업 - Spring Coral Make up (Vogue girl X Chanel X Daddoa) | 다또아,128975,1000,78,195,2015.3.23,['메이크업']
148,산양목장에서 전하는 산양유 크림 리뷰  - Tonymoly Goat Milk Premium Cream review | 또아리뷰,75211,622,38,128,2015.3.18,"['또아리', '산양', '리뷰', '크림', '산양유', '목장']"
149,(당첨자 발표 완료/댓글 체크) 10만기념 화장품 무료나눔 이벤트 - 100K SUBSCRIBER GIVEAWAY | 다또아,35239,675,19,1107,2015.3.13,"['기념', '체크', '화장품', '무료', '발표', '첨자', '완료', '이벤트']"
150,[ENG CC] 질투를 부르는 한지민 메이크업 - Spring Coral Make up | 다또아,286976,2000,90,247,2015.3.1,"['메이크업', '한지', '질투']"
151,데일리 메이크업 : 같이 준비해요 - Get Ready With Me : Easy makeup | 다또아,402627,2800,97,327,2015.2.21,"['준비', '데일리', '메이크업']"
152,[ENG]대만 여행 기록 Taiwan travel VLOG | 또아VLOG,210988,1600,49,190,2015.2.14,"['기록', '여행']"
153,[ENG]올 로드샵 발렌타인 핑크 메이크업 - Valentine's Day Pink make up | 다또아,1627262,13000,259,734,2015.2.10,"['로드', '발렌타인', '메이크업', '핑크']"
154,[ENG] 2015 Youtube 뷰티 크리에이터 데이 - Beauty Creator Day | 또아VLOG,60722,457,24,121,2015.1.20,"['뷰티', '데이', '크리']"
155,뷰티에 관심있는 분 주목 뷰티 크리에이터 데이에 초대합니다 | 다또아,32068,289,13,64,2015.1.6,"['데이', '초대', '뷰티', '관심', '크리', '주목']"
156,대만 여행 티저 - Taiwan travel VLOG teaser | 다또아,115398,662,63,162,2014.12.28,['여행']
157,페리페라 루즈팡 홀리데이 메이크업 - Party make up | 다또아,314855,2000,73,158,2014.12.21,"['메이크업', '데이', '페리', '루즈']"
158,홀리데이 메이크업 - 립 포인트 화장법 : Holiday make up | 다또아,82649,682,57,91,2014.12.11,"['화장법', '데이', '포인트', '메이크업']"
159,랑콤 압솔뤼 벨루어&루즈 18종 리뷰 / Lancome lipstick&gloss review | 또아리뷰,73700,632,30,66,2014.11.26,"['벨루어', '리뷰', '또아리', '루즈']"
160,파티 메이크업 - 화사한 치크 메이크업 : 'Spotlight Cheek' party make up | 다또아,125746,1100,59,107,2014.11.19,"['화사', '메이크업', '치크', '파티']"
161,피치브라운 멀티 메이크업 : FALL peach brown make up tutorial | 다또아,595147,4300,155,278,2014.11.7,"['브라운', '피치', '메이크업']"
162,[당첨자 발표] 슈에뮤라 마뜨 립스틱 나눔이벤트 당첨자 발표 : Giveaway winner,22312,192,13,69,2014.10.19,"['당첨자', '립스틱', '에뮤', '발표', '첨자', '이벤트']"
163,[Eng] 속눈썹 붙이는법 떼는법 : How To Apply False Eyelashes | 꿀토리얼,376422,2300,101,267,2014.10.17,"['눈썹', '토리']"
164,슈에무라 마뜨 립스틱 리뷰 : shu uemura matte lipstick review +giveaway | 또아리뷰,114695,628,21,617,2014.10.3,"['리뷰', '립스틱', '또아리']"
165,립스틱 나눔이벤트 예고 : Lipstick Giveaway Teaser | 다또아,38145,414,8,132,2014.9.28,"['예고', '립스틱', '이벤트']"
166,[Eng sub]태티서 holler 태연 메이크업 : SNSD TTS holler Makeup | 다또아,478520,3900,102,398,2014.9.26,"['메이크업', '태연']"
167,다또아 왓츠 인 마이 파우치 - 뷰티블로거 다또아편 : What's In My Pouch Bag | 다또아,281267,1400,54,181,2014.9.21,"['마이', '파우치', '아편', '뷰티']"
168,[Eng sub]퀵 데일리 메이크업 - 뷰티블로거 다또아 화장법 : Quick Everyday Makeup | 다또아,984936,7000,198,356,2014.9.13,"['화장법', '뷰티', '데일리', '메이크업']"
169,뷰티블로거 다또아 화장대 공개 : Daddoa's Room Tour | 다또아,475197,2900,136,435,2014.9.9,"['화장대', '뷰티', '공개']"
170,플럼 버건디 메이크업 - 뷰티블로거 다또아 가을 메이크업 : FALL make up | 다또아,136483,877,39,119,2014.9.2,"['버건디', '뷰티', '가을', '메이크업']"
171,에스쁘아 레더라이크 컬렉션 / 뷰티블로거 다또아 리뷰 : espoir leather like collection | 또아리뷰,36024,311,9,42,2014.8.29,"['라이크', '또아리', '레더', '컬렉션', '리뷰', '뷰티', '에스']"
172,Contour Makeup / Korea beauty (Eng ver) | 다또아,125815,1000,27,38,2014.8.22,[]
173,고양이눈매 음영 메이크업 : 뷰티블로거 다또아 화장법 | 다또아,150495,915,57,134,2014.8.22,"['눈매', '메이크업', '화장법', '뷰티', '고양이']"
174,뷰티블로거 다또아 메이크업 티져영상 : K-beauty TV Teaser | 다또아,91545,723,18,82,2014.8.21,"['영상', '뷰티', '메이크업']"
